"disaster_number","declaration_date","state","declaration_type","incident_type","declaration_title","incident_begin_date","incident_end_date","designated_area"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Charlton (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Chatham (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Seminole (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Clay (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Crawford (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Chilton (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Candler (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Catoosa (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Crisp (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Hart (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Carroll (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Heard (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Henry (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Walker (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","St. Clair (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Shelby (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Harnett (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Richland (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Jones (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Johnson (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Butts (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Halifax (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Nash (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Darlington (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Saluda (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Washington (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Anderson (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Bamberg (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","New Hanover (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Wilkes (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Wilson (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Yadkin (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Yancey (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Calhoun (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Cherokee (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Wayne (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Abbeville (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Beaufort (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Aiken (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Lincoln (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Spalding (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Lee (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Liberty (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Stephens (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Charleston (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Warren (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Laurens (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Stewart (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Wilkes (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Wilkinson (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Worth (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Talbot (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Sumter (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Whitfield (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Wilcox (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Ware (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Warren (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Walton (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Washington (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Lexington (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Upson (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Walker (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Wayne (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Troup (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Turner (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Treutlen (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Twiggs (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","McCormick (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Toombs (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Towns (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Union (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Webster (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Taylor (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Telfair (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Tattnall (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Terrell (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Taliaferro (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Thomas (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Tift (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Wheeler (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","White (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Marion (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Lee (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Wake (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Chester (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Jasper (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Kershaw (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Lancaster (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Laurens (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Marlboro (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Newberry (County)"
4826,"2024-09-26","VT","DR","Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-07-29","2024-07-31","Orleans (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Greenville (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Florence (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Washington (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Georgetown (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Fairfield (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Greenwood (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Horry (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Hampton (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Dillon (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Dorchester (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Edgefield (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Oconee (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Chesterfield (County)"
4826,"2024-09-26","VT","DR","Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-07-29","2024-07-31","Caledonia (County)"
4826,"2024-09-26","VT","DR","Flood","SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES","2024-07-29","2024-07-31","Essex (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Crenshaw (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Clarendon (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Union (County)"
3618,"2024-09-26","AL","EM","Hurricane","HURRICANE HELENE","2024-09-22","2024-09-29","Pickens (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Calhoun (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Alexander (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Camden (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Lamar (County)"
3616,"2024-09-26","GA","EM","Tropical Storm","HURRICANE HELENE","2024-09-24","2024-10-30","Lanier (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Surry (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Stokes (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Transylvania (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Tyrrell (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Vance (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Sampson (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Swain (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Rockingham (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Richmond (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Rowan (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Randolph (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Rutherford (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Scotland (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Watauga (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Pender (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Pamlico (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Perquimans (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Onslow (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Orange (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Person (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Colleton (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Orangeburg (County)"
3619,"2024-09-26","SC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-10-07","Pickens (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Pitt (County)"
3617,"2024-09-26","NC","EM","Tropical Storm","HURRICANE HELENE","2024-09-25","2024-12-18","Stanly (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Levy (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Liberty (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Madison (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Manatee (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Monroe (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Marion (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Okaloosa (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Lafayette (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Jackson (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Lee (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Hernando (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Hillsborough (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Holmes (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Jefferson (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Ware (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Tift (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Toombs (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Wayne (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","McIntosh (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Lanier (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Pierce (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Jeff Davis (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Jenkins (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Tattnall (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Liberty (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Coffee (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Colquitt (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Cook (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Echols (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Bryan (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Effingham (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Pasco (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Bulloch (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Chatham (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Leon (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Berrien (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Brantley (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Brooks (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Burke (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Camden (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Appling (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Candler (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Atkinson (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Charlton (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Pinellas (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Clinch (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Evans (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Long (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Broome (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Steuben (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Franklin (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Thomas (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Lowndes (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Douglas (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Gilchrist (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Gadsden (County)"
4822,"2024-09-24","NE","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-19","2024-07-08","Richardson (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Franklin (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Gulf (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Hamilton (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Santa Rosa (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Wakulla (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Citrus (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Collier (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Bradford (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Calhoun (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Dixie (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Columbia (County)"
4821,"2024-09-24","GA","DR","Tropical Storm","TROPICAL STORM DEBBY","2024-08-04","2024-08-20","Bacon (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Charlotte (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Sarasota (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Alachua (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Sumter (County)"
3615,"2024-09-24","FL","EM","Tropical Storm","TROPICAL STORM HELENE","2024-09-23","2024-10-07","Bay (County)"
4823,"2024-09-24","WA","DR","Fire","WILDFIRES","2024-06-22","2024-07-08","Yakama Reservation"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Hamilton (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Finney (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Geary (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Gray (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Greeley (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Yates (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","St. Lawrence (County)"
4824,"2024-09-24","KS","DR","Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING","2024-06-26","2024-07-07","Chase (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Jefferson (County)"
4825,"2024-09-24","NY","DR","Tropical Storm","REMNANTS OF TROPICAL STORM DEBBY","2024-08-08","2024-08-10","Ontario (County)"
